School,Area,Date,Staff Count,Student Count,DateTime,Staff Close Contacts,Student Close Contacts
Cainhoy Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Cane Bay Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Cane Bay High,,11/30/2021,0,0,2021-11-30 09:41:39,0,5
Cane Bay Middle,,11/30/2021,0,2,2021-11-30 09:41:39,0,15
College Park Elementary,,11/30/2021,0,1,2021-11-30 09:41:39,0,1
College Park Middle,,11/30/2021,0,1,2021-11-30 09:41:39,0,0
Cross Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Cross High,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Daniel Island School,,11/30/2021,2,6,2021-11-30 09:41:39,0,20
Devon Forest Elementary,,11/30/2021,0,1,2021-11-30 09:41:39,0,3
Fishburne Campus,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Foxbank Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Goose Creek Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,1
Goose Creek High,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Hanahan Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Hanahan High,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Hanahan Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Howe Hall Aims,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Jk Goudin Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Macedonia Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Marrington Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Marrington Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Mt Holly Elementary,,11/30/2021,1,0,2021-11-30 09:41:39,0,1
Nexton Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Philip Simmons Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,1
Philip Simmons High,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Philip Simmons Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,1
Sangaree Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,1
Sangaree Intermediate,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Sangaree Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,1
Sedgefield Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
St Stephen Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
St Stephen Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Stratford High,,11/30/2021,0,1,2021-11-30 09:41:39,0,1
Timberland High,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Westview Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Westview Middle,,11/30/2021,0,0,2021-11-30 09:41:39,0,2
Westview Primary,,11/30/2021,0,0,2021-11-30 09:41:39,0,1
Whitesville Elementary,,11/30/2021,0,0,2021-11-30 09:41:39,0,0
Berkeley County School District,,12/1/2021,4,22,2021-12-01 02:35:43,2,50
Central Offices,,12/1/2021,1,0,2021-12-01 02:35:43,0,0
Maintenance,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Technology,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Transportation,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Berkeley Alternative,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Berkeley Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,1,3
Berkeley High School,,12/1/2021,0,0,2021-12-01 02:35:43,0,2
Berkeley Intermediate,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Berkeley Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Berkeley Middle College,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Bonner Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Boulder Bluff Elementary,,12/1/2021,0,2,2021-12-01 02:35:43,0,1
Bowens Corner Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Cainhoy Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Cane Bay Elementary,,12/1/2021,0,1,2021-12-01 02:35:43,0,1
Cane Bay High,,12/1/2021,0,1,2021-12-01 02:35:43,0,6
Cane Bay Middle,,12/1/2021,0,1,2021-12-01 02:35:43,0,8
College Park Elementary,,12/1/2021,0,2,2021-12-01 02:35:43,1,2
College Park Middle,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Cross Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Cross High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Daniel Island School,,12/1/2021,2,6,2021-12-01 02:35:43,0,13
Devon Forest Elementary,,12/1/2021,0,1,2021-12-01 02:35:43,0,3
Fishburne Campus,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Foxbank Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Goose Creek Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Goose Creek High,,12/1/2021,0,2,2021-12-01 02:35:43,0,0
Hanahan Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Hanahan High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Hanahan Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Howe Hall Aims,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Jk Goudin Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Macedonia Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Marrington Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Marrington Middle,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Mt Holly Elementary,,12/1/2021,1,0,2021-12-01 02:35:43,0,1
Nexton Elementary,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Philip Simmons Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Philip Simmons High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Philip Simmons Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Sangaree Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Sangaree Intermediate,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Sangaree Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Sedgefield Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,2
St Stephen Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
St Stephen Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Stratford High,,12/1/2021,0,2,2021-12-01 02:35:43,0,1
Timberland High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Westview Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Westview Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Westview Primary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Whitesville Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Berkeley County School District,,12/1/2021,4,22,2021-12-01 02:35:43,2,50
Central Offices,,12/1/2021,1,0,2021-12-01 02:35:43,0,0
Maintenance,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Technology,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Transportation,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Berkeley Alternative,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Berkeley Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,1,3
Berkeley High School,,12/1/2021,0,0,2021-12-01 02:35:43,0,2
Berkeley Intermediate,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Berkeley Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Berkeley Middle College,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Bonner Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Boulder Bluff Elementary,,12/1/2021,0,2,2021-12-01 02:35:43,0,1
Bowens Corner Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Cainhoy Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Cane Bay Elementary,,12/1/2021,0,1,2021-12-01 02:35:43,0,1
Cane Bay High,,12/1/2021,0,1,2021-12-01 02:35:43,0,6
Cane Bay Middle,,12/1/2021,0,1,2021-12-01 02:35:43,0,8
College Park Elementary,,12/1/2021,0,2,2021-12-01 02:35:43,1,2
College Park Middle,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Cross Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Cross High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Daniel Island School,,12/1/2021,2,6,2021-12-01 02:35:43,0,13
Devon Forest Elementary,,12/1/2021,0,1,2021-12-01 02:35:43,0,3
Fishburne Campus,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Foxbank Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Goose Creek Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Goose Creek High,,12/1/2021,0,2,2021-12-01 02:35:43,0,0
Hanahan Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Hanahan High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Hanahan Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Howe Hall Aims,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Jk Goudin Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Macedonia Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Marrington Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Marrington Middle,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Mt Holly Elementary,,12/1/2021,1,0,2021-12-01 02:35:43,0,1
Nexton Elementary,,12/1/2021,0,1,2021-12-01 02:35:43,0,0
Philip Simmons Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Philip Simmons High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Philip Simmons Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Sangaree Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Sangaree Intermediate,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Sangaree Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Sedgefield Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,2
St Stephen Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
St Stephen Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Stratford High,,12/1/2021,0,2,2021-12-01 02:35:43,0,1
Timberland High,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Westview Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,0
Westview Middle,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Westview Primary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Whitesville Elementary,,12/1/2021,0,0,2021-12-01 02:35:43,0,1
Berkeley County School District,,12/2/2021,8,26,2021-12-02 08:27:45,3,67
Central Offices,,12/2/2021,1,0,2021-12-02 08:27:45,0,0
Maintenance,,12/2/2021,1,0,2021-12-02 08:27:45,0,0
Technology,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Transportation,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Berkeley Alternative,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Berkeley Elementary,,12/2/2021,1,0,2021-12-02 08:27:45,1,3
Berkeley High School,,12/2/2021,0,1,2021-12-02 08:27:45,0,2
Berkeley Intermediate,,12/2/2021,0,1,2021-12-02 08:27:45,0,0
Berkeley Middle,,12/2/2021,0,1,2021-12-02 08:27:45,0,1
Berkeley Middle College,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Bonner Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Boulder Bluff Elementary,,12/2/2021,0,2,2021-12-02 08:27:45,0,1
Bowens Corner Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Cainhoy Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Cane Bay Elementary,,12/2/2021,0,1,2021-12-02 08:27:45,0,4
Cane Bay High,,12/2/2021,0,1,2021-12-02 08:27:45,0,6
Cane Bay Middle,,12/2/2021,0,1,2021-12-02 08:27:45,0,9
College Park Elementary,,12/2/2021,0,2,2021-12-02 08:27:45,1,1
College Park Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Cross Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Cross High,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Daniel Island School,,12/2/2021,2,7,2021-12-02 08:27:45,0,11
Devon Forest Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,4
Fishburne Campus,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Foxbank Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Goose Creek Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,1
Goose Creek High,,12/2/2021,0,2,2021-12-02 08:27:45,0,0
Hanahan Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Hanahan High,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Hanahan Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Howe Hall Aims,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Jk Goudin Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Macedonia Middle,,12/2/2021,1,0,2021-12-02 08:27:45,0,0
Marrington Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,1
Marrington Middle,,12/2/2021,0,1,2021-12-02 08:27:45,0,6
Mt Holly Elementary,,12/2/2021,1,0,2021-12-02 08:27:45,0,1
Nexton Elementary,,12/2/2021,0,1,2021-12-02 08:27:45,0,1
Philip Simmons Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,1
Philip Simmons High,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Philip Simmons Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Sangaree Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,1
Sangaree Intermediate,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Sangaree Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,1
Sedgefield Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,2
St Stephen Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
St Stephen Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
St Stephen Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Timberland High,,12/2/2021,0,0,2021-12-02 08:27:45,0,0
Westview Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,1,0
Westview Middle,,12/2/2021,0,0,2021-12-02 08:27:45,0,3
Westview Primary,,12/2/2021,1,2,2021-12-02 08:27:45,0,4
Whitesville Elementary,,12/2/2021,0,0,2021-12-02 08:27:45,0,1
Berkeley County School District,,12/6/2021,16,36,2021-12-06 03:26:58,3,164
Central Offices,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Maintenance,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Technology,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Transportation,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Berkeley Alternative,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Berkeley Elementary,,12/6/2021,1,0,2021-12-06 03:26:58,1,3
Berkeley High School,,12/6/2021,0,1,2021-12-06 03:26:58,0,2
Berkeley Intermediate,,12/6/2021,0,1,2021-12-06 03:26:58,0,0
Berkeley Intermediate,,12/6/2021,0,1,2021-12-06 03:26:58,0,0
Berkeley Middle,,12/6/2021,0,1,2021-12-06 03:26:58,0,10
Bonner Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Boulder Bluff Elementary,,12/6/2021,0,1,2021-12-06 03:26:58,0,6
Bowens Corner Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
Cainhoy Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Cane Bay Elementary,,12/6/2021,2,2,2021-12-06 03:26:58,0,22
Cane Bay High,,12/6/2021,0,1,2021-12-06 03:26:58,0,5
Cane Bay Middle,,12/6/2021,0,3,2021-12-06 03:26:58,0,20
College Park Elementary,,12/6/2021,0,5,2021-12-06 03:26:58,1,0
College Park Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Cross Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Cross High,,12/6/2021,0,1,2021-12-06 03:26:58,0,3
Daniel Island School,,12/6/2021,2,6,2021-12-06 03:26:58,0,12
Devon Forest Elementary,,12/6/2021,1,1,2021-12-06 03:26:58,0,7
Fishburne Campus,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Foxbank Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Goose Creek Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Goose Creek High,,12/6/2021,2,1,2021-12-06 03:26:58,0,5
Hanahan Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Hanahan High,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Hanahan Middle,,12/6/2021,0,1,2021-12-06 03:26:58,0,0
Howe Hall Aims,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Jk Goudin Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Macedonia Middle,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Marrington Elementary,,12/6/2021,2,0,2021-12-06 03:26:58,0,5
Marrington Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,1
Mt Holly Elementary,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Nexton Elementary,,12/6/2021,0,1,2021-12-06 03:26:58,0,1
Philip Simmons Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
Philip Simmons High,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Philip Simmons Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Sangaree Elementary,,12/6/2021,0,3,2021-12-06 03:26:58,0,21
Sangaree Intermediate,,12/6/2021,0,1,2021-12-06 03:26:58,0,9
Sangaree Middle,,12/6/2021,1,1,2021-12-06 03:26:58,0,2
Sedgefield Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
St Stephen Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
St Stephen Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Stratford High,,12/6/2021,0,3,2021-12-06 03:26:58,0,2
Timberland High,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Westview Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,1,1
Westview Middle,,12/6/2021,0,1,2021-12-06 03:26:58,0,7
Westview Primary,,12/6/2021,1,1,2021-12-06 03:26:58,0,13
Whitesville Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,1
Berkeley County School District,,12/6/2021,16,36,2021-12-06 03:26:58,3,164
Central Offices,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Maintenance,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Technology,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Transportation,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Berkeley Alternative,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Berkeley Elementary,,12/6/2021,1,0,2021-12-06 03:26:58,1,3
Berkeley High School,,12/6/2021,0,1,2021-12-06 03:26:58,0,2
Berkeley Intermediate,,12/6/2021,0,1,2021-12-06 03:26:58,0,0
Berkeley Middle,,12/6/2021,0,1,2021-12-06 03:26:58,0,10
Berkeley Middle College,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Bonner Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Boulder Bluff Elementary,,12/6/2021,0,1,2021-12-06 03:26:58,0,6
Bowens Corner Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
Cainhoy Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Cane Bay Elementary,,12/6/2021,2,2,2021-12-06 03:26:58,0,22
Cane Bay High,,12/6/2021,0,1,2021-12-06 03:26:58,0,5
Cane Bay High,,12/6/2021,0,1,2021-12-06 03:26:58,0,5
Cane Bay Middle,,12/6/2021,0,3,2021-12-06 03:26:58,0,20
College Park Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Cross Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Cross High,,12/6/2021,0,1,2021-12-06 03:26:58,0,3
Daniel Island School,,12/6/2021,2,6,2021-12-06 03:26:58,0,12
Devon Forest Elementary,,12/6/2021,1,1,2021-12-06 03:26:58,0,7
Fishburne Campus,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Foxbank Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Goose Creek Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Goose Creek High,,12/6/2021,2,1,2021-12-06 03:26:58,0,5
Hanahan Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Hanahan High,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Hanahan Middle,,12/6/2021,0,1,2021-12-06 03:26:58,0,0
Howe Hall Aims,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Jk Goudin Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Macedonia Middle,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Marrington Elementary,,12/6/2021,2,0,2021-12-06 03:26:58,0,5
Marrington Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,1
Mt Holly Elementary,,12/6/2021,1,0,2021-12-06 03:26:58,0,0
Nexton Elementary,,12/6/2021,0,1,2021-12-06 03:26:58,0,1
Philip Simmons Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
Philip Simmons Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
Philip Simmons High,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Sangaree Elementary,,12/6/2021,0,3,2021-12-06 03:26:58,0,21
Sangaree Intermediate,,12/6/2021,0,1,2021-12-06 03:26:58,0,9
Sangaree Middle,,12/6/2021,1,1,2021-12-06 03:26:58,0,2
Sedgefield Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,2
St Stephen Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
St Stephen Middle,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Stratford High,,12/6/2021,0,3,2021-12-06 03:26:58,0,2
Timberland High,,12/6/2021,0,0,2021-12-06 03:26:58,0,0
Westview Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,1,1
Westview Middle,,12/6/2021,0,1,2021-12-06 03:26:58,0,7
Westview Primary,,12/6/2021,1,1,2021-12-06 03:26:58,0,13
Whitesville Elementary,,12/6/2021,0,0,2021-12-06 03:26:58,0,1
Berkeley County School District,,12/8/2021,17,54,2021-12-08 05:30:24,18,279
Central Offices,,12/8/2021,1,0,2021-12-08 05:30:24,0,0
Maintenance,,12/8/2021,1,0,2021-12-08 05:30:24,0,0
Technology,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Transportation,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Berkeley Alternative,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Berkeley Elementary,,12/8/2021,1,0,2021-12-08 05:30:24,0,0
Berkeley High School,,12/8/2021,0,2,2021-12-08 05:30:24,0,4
Berkeley Intermediate,,12/8/2021,0,1,2021-12-08 05:30:24,0,1
Berkeley Middle,,12/8/2021,0,1,2021-12-08 05:30:24,0,10
Berkeley Middle College,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Bonner Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Boulder Bluff Elementary,,12/8/2021,1,1,2021-12-08 05:30:24,0,15
Bowens Corner Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Cainhoy Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Cane Bay Elementary,,12/8/2021,3,5,2021-12-08 05:30:24,2,31
Cane Bay High,,12/8/2021,0,1,2021-12-08 05:30:24,0,1
Cane Bay Middle,,12/8/2021,1,3,2021-12-08 05:30:24,0,17
College Park Elementary,,12/8/2021,0,5,2021-12-08 05:30:24,2,5
College Park Middle,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Cross Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Cross High,,12/8/2021,0,1,2021-12-08 05:30:24,0,4
Daniel Island School,,12/8/2021,0,5,2021-12-08 05:30:24,0,8
Devon Forest Elementary,,12/8/2021,1,1,2021-12-08 05:30:24,0,4
Fishburne Campus,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Foxbank Elementary,,12/8/2021,0,2,2021-12-08 05:30:24,0,6
Goose Creek Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Goose Creek High,,12/8/2021,2,1,2021-12-08 05:30:24,2,6
Hanahan Elementary,,12/8/2021,0,2,2021-12-08 05:30:24,0,3
Hanahan High,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Hanahan Middle,,12/8/2021,0,1,2021-12-08 05:30:24,0,1
Howe Hall Aims,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Jk Goudin Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Macedonia Middle,,12/8/2021,1,1,2021-12-08 05:30:24,0,12
Marrington Elementary,,12/8/2021,3,0,2021-12-08 05:30:24,12,7
Marrington Middle,,12/8/2021,0,2,2021-12-08 05:30:24,0,14
Mt Holly Elementary,,12/8/2021,0,1,2021-12-08 05:30:24,0,4
Nexton Elementary,,12/8/2021,0,1,2021-12-08 05:30:24,0,1
Philip Simmons Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,1
Philip Simmons High,,12/8/2021,0,1,2021-12-08 05:30:24,0,4
Philip Simmons Middle,,12/8/2021,0,1,2021-12-08 05:30:24,0,13
Sangaree Elementary,,12/8/2021,0,3,2021-12-08 05:30:24,0,23
Sangaree Intermediate,,12/8/2021,0,1,2021-12-08 05:30:24,0,10
Sangaree Middle,,12/8/2021,1,3,2021-12-08 05:30:24,0,44
Sedgefield Middle,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
St Stephen Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
St Stephen Middle,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Stratford High,,12/8/2021,0,3,2021-12-08 05:30:24,0,3
Timberland High,,12/8/2021,0,1,2021-12-08 05:30:24,0,2
Westview Elementary,,12/8/2021,0,0,2021-12-08 05:30:24,0,0
Westview Middle,,12/8/2021,0,1,2021-12-08 05:30:24,0,5
Westview Primary,,12/8/2021,1,1,2021-12-08 05:30:24,0,11
Whitesville Elementary,,12/8/2021,0,2,2021-12-08 05:30:24,0,9
Berkeley County School District,,12/9/2021,14,58,2021-12-09 02:01:13,19,466
Central Offices,,12/9/2021,0,0,2021-12-09 02:01:13,0,0
Maintenance,,12/9/2021,1,0,2021-12-09 02:01:13,1,0
Technology,,12/9/2021,0,0,2021-12-09 02:01:13,0,0
Transportation,,12/9/2021,0,0,2021-12-09 02:01:13,0,0
Berkeley Alternative,,12/9/2021,0,0,2021-12-09 02:01:13,0,0
Berkeley Elementary,,12/9/2021,1,0,2021-12-09 02:01:13,0,0
Berkeley High School,,12/9/2021,0,1,2021-12-09 02:01:13,0,5
Berkeley Intermediate,,12/9/2021,0,1,2021-12-09 02:01:13,0,0
Berkeley Middle,,12/9/2021,0,2,2021-12-09 02:01:13,0,19
